id, Label , Coord 0, Coord 1, Coord 2, Coord 3, "TimeStamp",  "X",  "Y",  "Z"
24415, 24415, 14449, 5, 4, 5, 309.058750, 0.118358, 0.105818, 0.114900
24416, 24416, 14450, 5, 5, 5, 41.321929, 0.015684, 0.014566, 0.014299
24417, 24417, 14450, 5, 5, 4, 12.903270, 0.004785, 0.005063, 0.004352
24418, 24418, 14450, 5, 4, 4, 28.912811, 0.010911, 0.009942, 0.009254
24419, 24419, 14451, 5, 5, 5, 7.940626, 0.002842, 0.002945, 0.002902
24420, 24420, 14451, 5, 5, 4, 132.606983, 0.046196, 0.049801, 0.045508
24421, 24421, 14451, 4, 5, 5, 963.425000, 0.326302, 0.366406, 0.343750
24422, 24422, 14451, 5, 6, 5, 1445.100000, 0.507812, 0.613282, 0.508594
24423, 24423, 14452, 5, 5, 5, 7.411734, 0.002588, 0.002732, 0.002740
24424, 24424, 14452, 4, 5, 5, 1445.225000, 0.492188, 0.550781, 0.549220
24425, 24425, 14452, 5, 5, 4, 1445.250000, 0.507812, 0.576565, 0.493750
24426, 24426, 14452, 5, 4, 5, 1445.250000, 0.523438, 0.475000, 0.546875
24427, 24427, 14453, 5, 5, 5, 7.528070, 0.002702, 0.002840, 0.002604
24428, 24428, 14453, 4, 5, 5, 963.533333, 0.325781, 0.369532, 0.342708
24429, 24429, 14453, 5, 5, 4, 602.227083, 0.214909, 0.226042, 0.207487
24430, 24430, 14454, 5, 5, 5, 7.729901, 0.002674, 0.002866, 0.002808
24431, 24431, 14454, 4, 5, 5, 132.639100, 0.045736, 0.049283, 0.048002
24432, 24432, 14455, 4, 5, 5, 46.680954, 0.015949, 0.016863, 0.016764
24433, 24433, 14455, 5, 5, 5, 8.708450, 0.003050, 0.003247, 0.003182
24434, 24434, 14455, 5, 6, 5, 1445.550000, 0.531250, 0.607815, 0.592190
24435, 24435, 14456, 5, 5, 5, 7.301450, 0.002565, 0.002715, 0.002675
24436, 24436, 14456, 4, 5, 5, 1445.600000, 0.493750, 0.546875, 0.518750
24437, 24437, 14457, 5, 5, 5, 7.265260, 0.002552, 0.002693, 0.002677
24438, 24438, 14458, 5, 5, 5, 7.265762, 0.002544, 0.002701, 0.002670
24439, 24439, 14459, 5, 5, 5, 7.266265, 0.002552, 0.002693, 0.002670
24440, 24440, 14460, 5, 5, 5, 7.266767, 0.002552, 0.002701, 0.002670
24441, 24441, 14461, 5, 5, 5, 7.267270, 0.002552, 0.002693, 0.002670
24442, 24442, 14462, 5, 5, 5, 7.267772, 0.002544, 0.002693, 0.002670
24443, 24443, 14463, 5, 5, 5, 7.268275, 0.002552, 0.002701, 0.002670
24444, 24444, 14464, 5, 5, 5, 7.268777, 0.002544, 0.002701, 0.002670
24445, 24445, 14465, 5, 5, 5, 7.269280, 0.002544, 0.002701, 0.002670
24446, 24446, 14466, 5, 5, 5, 7.269783, 0.002544, 0.002701, 0.002670
24447, 24447, 14467, 5, 5, 5, 7.270285, 0.002544, 0.002701, 0.002670
24448, 24448, 14468, 5, 5, 5, 7.270788, 0.002544, 0.002701, 0.002670
24449, 24449, 14469, 5, 5, 5, 7.271290, 0.002552, 0.002701, 0.002662
24450, 24450, 14470, 5, 5, 5, 7.271793, 0.002552, 0.002701, 0.002662
24451, 24451, 14471, 5, 5, 5, 7.272295, 0.002544, 0.002701, 0.002662
24452, 24452, 14472, 5, 5, 5, 7.272798, 0.002552, 0.002701, 0.002662
24453, 24453, 14473, 5, 5, 5, 7.273300, 0.002552, 0.002701, 0.002662
24454, 24454, 14474, 5, 5, 5, 7.273803, 0.002552, 0.002701, 0.002662
24455, 24455, 14475, 5, 5, 5, 7.274305, 0.002544, 0.002701, 0.002670
24456, 24456, 14476, 5, 5, 5, 7.274808, 0.002544, 0.002701, 0.002670
24457, 24457, 14477, 5, 5, 5, 7.275310, 0.002544, 0.002693, 0.002670
24458, 24458, 14478, 5, 5, 5, 7.275813, 0.002544, 0.002693, 0.002670
24459, 24459, 14479, 5, 5, 5, 7.276315, 0.002544, 0.002693, 0.002670
24460, 24460, 14480, 5, 5, 5, 7.276818, 0.002544, 0.002693, 0.002670
24461, 24461, 14481, 5, 5, 5, 7.277320, 0.002544, 0.002693, 0.002670
24462, 24462, 14482, 5, 5, 5, 7.277823, 0.002544, 0.002693, 0.002670
24463, 24463, 14483, 5, 5, 5, 7.278325, 0.002544, 0.002693, 0.002670
24464, 24464, 14484, 5, 5, 5, 7.278828, 0.002544, 0.002693, 0.002670
24465, 24465, 14485, 5, 5, 5, 7.279330, 0.002544, 0.002693, 0.002670
24466, 24466, 14486, 5, 5, 5, 7.279833, 0.002544, 0.002693, 0.002670
24467, 24467, 14487, 5, 5, 5, 7.280336, 0.002544, 0.002693, 0.002670
24468, 24468, 14488, 5, 5, 5, 7.280838, 0.002544, 0.002693, 0.002670
24469, 24469, 14489, 5, 5, 5, 7.281341, 0.002513, 0.002701, 0.002662
24470, 24470, 14490, 5, 5, 5, 7.281843, 0.002528, 0.002685, 0.002693
24471, 24471, 14491, 5, 5, 5, 7.282346, 0.002560, 0.002685, 0.002677
24472, 24472, 14492, 5, 5, 5, 7.282848, 0.002568, 0.002685, 0.002678
24473, 24473, 14493, 5, 5, 5, 7.283351, 0.002568, 0.002685, 0.002678
24474, 24474, 14494, 5, 5, 5, 7.283853, 0.002568, 0.002685, 0.002678
24475, 24475, 14495, 5, 5, 5, 7.284356, 0.002568, 0.002685, 0.002678
24476, 24476, 14496, 5, 5, 5, 7.284858, 0.002568, 0.002685, 0.002678
24477, 24477, 14497, 5, 5, 5, 7.285361, 0.002568, 0.002678, 0.002678
24478, 24478, 14498, 5, 5, 5, 7.285863, 0.002568, 0.002678, 0.002678
24479, 24479, 14499, 5, 5, 5, 7.286366, 0.002568, 0.002678, 0.002678
24480, 24480, 14500, 5, 5, 5, 7.360851, 0.002546, 0.002736, 0.002673
24481, 24481, 14500, 4, 5, 5, 1450.050000, 0.488281, 0.541406, 0.516406
24482, 24482, 14501, 5, 5, 5, 7.324178, 0.002541, 0.002723, 0.002667
24483, 24483, 14501, 4, 5, 5, 1450.150000, 0.492188, 0.539062, 0.512500
24484, 24484, 14502, 5, 5, 5, 7.287873, 0.002536, 0.002717, 0.002646
24485, 24485, 14503, 5, 5, 5, 7.288376, 0.002528, 0.002717, 0.002646
24486, 24486, 14504, 5, 5, 5, 7.288878, 0.002536, 0.002717, 0.002638
24487, 24487, 14505, 5, 5, 5, 7.289381, 0.002528, 0.002717, 0.002646
24488, 24488, 14506, 5, 5, 5, 7.289884, 0.002536, 0.002717, 0.002646
24489, 24489, 14507, 5, 5, 5, 7.290386, 0.002528, 0.002717, 0.002646
24490, 24490, 14508, 5, 5, 5, 7.290889, 0.002528, 0.002717, 0.002646
24491, 24491, 14509, 5, 5, 5, 7.291391, 0.002528, 0.002717, 0.002646
24492, 24492, 14510, 5, 5, 5, 7.291894, 0.002544, 0.002732, 0.002630
24493, 24493, 14511, 5, 5, 5, 12.730374, 0.004386, 0.004797, 0.004510
24494, 24494, 14511, 4, 5, 5, 17.278074, 0.005935, 0.006474, 0.006158
24495, 24495, 14512, 5, 5, 5, 7.974143, 0.002773, 0.003005, 0.002842
24496, 24496, 14512, 4, 5, 5, 91.083226, 0.031284, 0.034128, 0.032559
24497, 24497, 14513, 5, 5, 5, 7.293401, 0.002552, 0.002764, 0.002575
24498, 24498, 14514, 5, 5, 5, 7.293904, 0.002536, 0.002756, 0.002591
24499, 24499, 14515, 5, 5, 5, 7.294406, 0.002552, 0.002764, 0.002568
24500, 24500, 14516, 5, 5, 5, 7.294909, 0.002544, 0.002748, 0.002591
24501, 24501, 14517, 5, 5, 5, 7.295411, 0.002544, 0.002756, 0.002591
24502, 24502, 14518, 5, 5, 5, 7.295914, 0.002544, 0.002748, 0.002583
24503, 24503, 14519, 5, 5, 5, 7.296416, 0.002536, 0.002756, 0.002591
24504, 24504, 14520, 5, 5, 5, 7.296919, 0.002536, 0.002748, 0.002591
24505, 24505, 14521, 5, 5, 5, 7.297421, 0.002536, 0.002748, 0.002591
24506, 24506, 14522, 5, 5, 5, 7.297924, 0.002536, 0.002748, 0.002591
24507, 24507, 14523, 5, 5, 5, 7.298426, 0.002544, 0.002756, 0.002591
24508, 24508, 14524, 5, 5, 5, 7.298929, 0.002536, 0.002756, 0.002583
24509, 24509, 14525, 5, 5, 5, 7.299431, 0.002536, 0.002756, 0.002591
24510, 24510, 14526, 5, 5, 5, 7.299934, 0.002544, 0.002756, 0.002583
24511, 24511, 14527, 5, 5, 5, 7.300437, 0.002536, 0.002756, 0.002591
24512, 24512, 14528, 5, 5, 5, 7.300939, 0.002536, 0.002748, 0.002591
24513, 24513, 14529, 5, 5, 5, 7.301442, 0.002536, 0.002748, 0.002591
24514, 24514, 14530, 5, 5, 5, 7.301944, 0.002536, 0.002748, 0.002591
24515, 24515, 14531, 5, 5, 5, 7.302447, 0.002536, 0.002756, 0.002591
24516, 24516, 14532, 5, 5, 5, 7.302949, 0.002536, 0.002748, 0.002591
24517, 24517, 14533, 5, 5, 5, 7.303452, 0.002536, 0.002748, 0.002591
24518, 24518, 14534, 5, 5, 5, 7.303954, 0.002536, 0.002748, 0.002583
24519, 24519, 14535, 5, 5, 5, 7.304457, 0.002536, 0.002748, 0.002591
24520, 24520, 14536, 5, 5, 5, 7.304959, 0.002536, 0.002748, 0.002591
24521, 24521, 14537, 5, 5, 5, 7.305462, 0.002536, 0.002756, 0.002591
24522, 24522, 14538, 5, 5, 5, 7.305964, 0.002536, 0.002748, 0.002591
24523, 24523, 14539, 5, 5, 5, 7.306467, 0.002544, 0.002748, 0.002591
24524, 24524, 14540, 5, 5, 5, 7.306969, 0.002536, 0.002748, 0.002591
24525, 24525, 14541, 5, 5, 5, 7.307472, 0.002536, 0.002748, 0.002591
24526, 24526, 14542, 5, 5, 5, 7.307974, 0.002536, 0.002748, 0.002591
24527, 24527, 14543, 5, 5, 5, 7.308477, 0.002536, 0.002748, 0.002591
24528, 24528, 14544, 5, 5, 5, 7.308979, 0.002536, 0.002748, 0.002591
24529, 24529, 14545, 5, 5, 5, 7.309482, 0.002536, 0.002756, 0.002591
24530, 24530, 14546, 5, 5, 5, 7.309985, 0.002536, 0.002748, 0.002591
24531, 24531, 14547, 5, 5, 5, 7.310487, 0.002536, 0.002748, 0.002591
24532, 24532, 14548, 5, 5, 5, 7.310990, 0.002536, 0.002748, 0.002591
24533, 24533, 14549, 5, 5, 5, 7.311492, 0.002536, 0.002748, 0.002591
24534, 24534, 14550, 5, 5, 5, 7.311995, 0.002536, 0.002748, 0.002591
24535, 24535, 14551, 5, 5, 5, 7.312497, 0.002544, 0.002748, 0.002591
24536, 24536, 14552, 5, 5, 5, 7.313000, 0.002544, 0.002748, 0.002591
24537, 24537, 14553, 5, 5, 5, 7.313502, 0.002544, 0.002748, 0.002591
24538, 24538, 14554, 5, 5, 5, 7.314005, 0.002536, 0.002748, 0.002591
24539, 24539, 14555, 5, 5, 5, 7.314507, 0.002536, 0.002748, 0.002591
24540, 24540, 14556, 5, 5, 5, 7.315010, 0.002536, 0.002748, 0.002591
24541, 24541, 14557, 5, 5, 5, 7.315512, 0.002544, 0.002748, 0.002591
24542, 24542, 14558, 5, 5, 5, 7.316015, 0.002544, 0.002748, 0.002599
24543, 24543, 14559, 5, 5, 5, 7.316517, 0.002544, 0.002748, 0.002599
24544, 24544, 14560, 5, 5, 5, 7.317020, 0.002544, 0.002748, 0.002591
24545, 24545, 14561, 5, 5, 5, 7.317522, 0.002544, 0.002748, 0.002599
24546, 24546, 14562, 5, 5, 5, 7.318025, 0.002544, 0.002748, 0.002599
24547, 24547, 14563, 5, 5, 5, 7.318527, 0.002544, 0.002748, 0.002599
24548, 24548, 14564, 5, 5, 5, 7.319030, 0.002544, 0.002748, 0.002599
24549, 24549, 14565, 5, 5, 5, 7.319533, 0.002544, 0.002748, 0.002591
24550, 24550, 14566, 5, 5, 5, 7.320035, 0.002544, 0.002748, 0.002599
24551, 24551, 14567, 5, 5, 5, 7.320538, 0.002544, 0.002748, 0.002591
24552, 24552, 14568, 5, 5, 5, 7.321040, 0.002544, 0.002748, 0.002591
24553, 24553, 14569, 5, 5, 5, 7.833292, 0.002688, 0.002923, 0.002755
24554, 24554, 14569, 4, 5, 5, 122.357260, 0.041728, 0.045523, 0.043567
24555, 24555, 14570, 4, 5, 5, 9.461765, 0.003237, 0.003511, 0.003419
24556, 24556, 14570, 5, 5, 5, 33.132304, 0.011370, 0.012293, 0.011974
24557, 24557, 14571, 4, 5, 5, 8.521638, 0.002915, 0.003162, 0.003079
24558, 24558, 14571, 5, 5, 5, 54.045746, 0.018545, 0.020052, 0.019530
24559, 24559, 14572, 4, 5, 5, 7.323050, 0.002505, 0.002717, 0.002646
24560, 24560, 14573, 4, 5, 5, 9.651751, 0.003301, 0.003601, 0.003487
24561, 24561, 14573, 5, 5, 5, 31.021809, 0.010643, 0.011573, 0.011209
24562, 24562, 14574, 5, 5, 5, 58.395682, 0.020034, 0.021661, 0.021038
24563, 24563, 14574, 4, 5, 5, 8.424850, 0.002881, 0.003125, 0.003044
24564, 24564, 14575, 4, 5, 5, 8.142993, 0.002785, 0.003020, 0.002942
24565, 24565, 14575, 5, 5, 5, 76.939625, 0.026393, 0.028538, 0.027796
24566, 24566, 14576, 5, 5, 5, 47.071700, 0.016146, 0.017458, 0.017004
24567, 24567, 14576, 4, 5, 5, 8.728758, 0.002985, 0.003237, 0.003153
24568, 24568, 14577, 4, 5, 5, 9.226638, 0.003155, 0.003432, 0.003333
24569, 24569, 14577, 5, 5, 5, 36.467158, 0.012508, 0.013562, 0.013172
24570, 24570, 14578, 5, 5, 5, 34.730908, 0.011912, 0.012880, 0.012544
24571, 24571, 14578, 4, 5, 5, 9.345579, 0.003195, 0.003476, 0.003376
24572, 24572, 14579, 4, 5, 5, 10.720805, 0.003665, 0.003975, 0.003872
24573, 24573, 14579, 5, 5, 5, 23.521545, 0.008067, 0.008722, 0.008495
24574, 24574, 14580, 5, 5, 5, 22.096820, 0.007578, 0.008217, 0.007957
24575, 24575, 14580, 4, 5, 5, 11.046472, 0.003776, 0.004108, 0.003989
24576, 24576, 14581, 5, 5, 5, 15.034089, 0.005155, 0.005590, 0.005429
24577, 24577, 14581, 4, 5, 5, 14.438559, 0.004936, 0.005369, 0.005214
24578, 24578, 14582, 5, 5, 5, 14.297957, 0.004902, 0.005301, 0.005148
24579, 24579, 14582, 4, 5, 5, 15.191770, 0.005193, 0.005648, 0.005469
24580, 24580, 14583, 4, 5, 5, 17.787435, 0.006079, 0.006613, 0.006403
24581, 24581, 14583, 5, 5, 5, 12.572925, 0.004311, 0.004674, 0.004526
24582, 24582, 14584, 4, 5, 5, 21.452505, 0.007332, 0.007975, 0.007722
24583, 24583, 14584, 5, 5, 5, 11.219515, 0.003846, 0.004171, 0.004039
24584, 24584, 14585, 5, 5, 5, 9.533417, 0.003268, 0.003544, 0.003432
24585, 24585, 14585, 4, 5, 5, 32.428618, 0.011082, 0.012055, 0.011673
24586, 24586, 14586, 5, 5, 5, 9.411039, 0.003226, 0.003498, 0.003387
24587, 24587, 14586, 4, 5, 5, 33.940908, 0.011598, 0.012616, 0.012216
24588, 24588, 14587, 5, 5, 5, 9.174894, 0.003145, 0.003410, 0.003312
24589, 24589, 14587, 4, 5, 5, 37.429138, 0.012789, 0.013911, 0.013471
24590, 24590, 14588, 5, 5, 5, 9.992595, 0.003425, 0.003714, 0.003596
24591, 24591, 14588, 4, 5, 5, 28.065399, 0.009589, 0.010431, 0.010100
24592, 24592, 14589, 4, 5, 5, 30.408283, 0.010389, 0.011301, 0.010974
24593, 24593, 14589, 5, 5, 5, 9.726769, 0.003333, 0.003615, 0.003500
24594, 24594, 14590, 5, 5, 5, 9.119421, 0.003125, 0.003389, 0.003281
24595, 24595, 14590, 4, 5, 5, 38.423422, 0.013126, 0.014278, 0.013826
24596, 24596, 14591, 5, 5, 5, 9.475402, 0.003247, 0.003521, 0.003409
24597, 24597, 14591, 4, 5, 5, 33.180057, 0.011334, 0.012329, 0.011938
24598, 24598, 14592, 5, 5, 5, 7.930942, 0.002717, 0.002947, 0.002853
24599, 24599, 14592, 4, 5, 5, 104.815716, 0.035802, 0.038945, 0.037710
24600, 24600, 14593, 5, 5, 5, 7.561603, 0.002591, 0.002809, 0.002720
24601, 24601, 14593, 4, 5, 5, 312.138472, 0.106610, 0.115968, 0.112292
24602, 24602, 14594, 5, 5, 5, 7.763253, 0.002660, 0.002884, 0.002793
24603, 24603, 14594, 4, 5, 5, 147.635421, 0.050421, 0.054847, 0.053108
24604, 24604, 14595, 5, 5, 5, 7.763785, 0.002660, 0.002884, 0.002793
24605, 24605, 14595, 4, 5, 5, 147.645537, 0.050421, 0.054847, 0.053108
24606, 24606, 14596, 5, 5, 5, 7.409583, 0.002538, 0.002752, 0.002665
24607, 24607, 14596, 4, 5, 5, 1459.625000, 0.498437, 0.541406, 0.525000
24608, 24608, 14597, 5, 5, 5, 7.447899, 0.002551, 0.002766, 0.002679
24609, 24609, 14597, 4, 5, 5, 973.150000, 0.332292, 0.361458, 0.350000
24610, 24610, 14598, 5, 5, 5, 7.373169, 0.002525, 0.002738, 0.002652
24611, 24611, 14598, 4, 5, 5, 1459.800000, 0.498437, 0.542188, 0.525000
24612, 24612, 14599, 5, 5, 5, 7.978108, 0.002732, 0.002963, 0.002869
24613, 24613, 14599, 4, 5, 5, 97.801000, 0.033390, 0.036321, 0.035169
24614, 24614, 14600, 4, 5, 5, 8.691084, 0.002967, 0.003227, 0.003125
24615, 24615, 14600, 5, 5, 5, 48.724477, 0.016686, 0.018094, 0.017520
24616, 24616, 14601, 4, 5, 5, 8.343988, 0.002848, 0.003098, 0.003000
24617, 24617, 14601, 5, 5, 5, 63.611047, 0.021782, 0.023623, 0.022804
24618, 24618, 14602, 4, 5, 5, 13.397927, 0.004573, 0.004989, 0.004803
24619, 24619, 14602, 5, 5, 5, 16.409399, 0.005619, 0.006110, 0.005882
24620, 24620, 14603, 5, 5, 5, 18.968827, 0.006495, 0.007063, 0.006799
24621, 24621, 14603, 4, 5, 5, 12.069840, 0.004120, 0.004494, 0.004326
24622, 24622, 14604, 5, 5, 5, 16.984301, 0.005815, 0.006324, 0.006087
24623, 24623, 14604, 4, 5, 5, 13.040781, 0.004451, 0.004855, 0.004674
24624, 24624, 14605, 4, 5, 5, 23.189273, 0.007914, 0.008633, 0.008311
24625, 24625, 14605, 5, 5, 5, 10.819487, 0.003704, 0.004028, 0.003878
24626, 24626, 14606, 5, 5, 5, 10.214839, 0.003497, 0.003803, 0.003650
24627, 24627, 14606, 4, 5, 5, 26.566224, 0.009066, 0.009889, 0.009520
24628, 24628, 14607, 5, 5, 5, 7.340639, 0.002513, 0.002725, 0.002638
24629, 24629, 14608, 5, 5, 5, 7.341141, 0.002513, 0.002732, 0.002630
24630, 24630, 14609, 5, 5, 5, 7.341644, 0.002513, 0.002732, 0.002630
24631, 24631, 14610, 5, 5, 5, 7.342146, 0.002513, 0.002732, 0.002630
24632, 24632, 14611, 5, 5, 5, 7.379735, 0.002525, 0.002754, 0.002628
24633, 24633, 14611, 4, 5, 5, 1461.100000, 0.498437, 0.543750, 0.520312
24634, 24634, 14612, 5, 5, 5, 7.610885, 0.002604, 0.002840, 0.002710
24635, 24635, 14612, 4, 5, 5, 253.399306, 0.086435, 0.094564, 0.090499
24636, 24636, 14613, 5, 5, 5, 9.133797, 0.003125, 0.003408, 0.003252
24637, 24637, 14613, 4, 5, 5, 38.483991, 0.013126, 0.014279, 0.013662
24638, 24638, 14614, 5, 5, 5, 7.533449, 0.002577, 0.002811, 0.002690
24639, 24639, 14614, 4, 5, 5, 414.077500, 0.141224, 0.154427, 0.147747
24640, 24640, 14615, 4, 5, 5, 147.847853, 0.050421, 0.054689, 0.053266
24641, 24641, 14615, 5, 5, 5, 7.774423, 0.002660, 0.002884, 0.002793
24642, 24642, 14616, 5, 5, 5, 13.051496, 0.004465, 0.004813, 0.004730
24643, 24643, 14616, 4, 5, 5, 16.998256, 0.005797, 0.006269, 0.006142
24644, 24644, 14617, 4, 5, 5, 34.013041, 0.011598, 0.012543, 0.012289
24645, 24645, 14617, 5, 5, 5, 9.431040, 0.003226, 0.003488, 0.003407
24646, 24646, 14618, 5, 5, 5, 7.346166, 0.002513, 0.002717, 0.002646
24647, 24647, 14619, 5, 5, 5, 7.346669, 0.002513, 0.002717, 0.002646
24648, 24648, 14620, 5, 5, 5, 7.575593, 0.002591, 0.002801, 0.002728
24649, 24649, 14620, 4, 5, 5, 312.713889, 0.106610, 0.115629, 0.112645
24650, 24650, 14621, 5, 5, 5, 7.347674, 0.002513, 0.002717, 0.002646
24651, 24651, 14622, 5, 5, 5, 7.576629, 0.002591, 0.002801, 0.002728
24652, 24652, 14622, 4, 5, 5, 312.758333, 0.106610, 0.115634, 0.112886
24653, 24653, 14623, 5, 5, 5, 7.577147, 0.002591, 0.002801, 0.002736
24654, 24654, 14623, 4, 5, 5, 312.779722, 0.106610, 0.115373, 0.112626
24655, 24655, 14624, 5, 5, 5, 7.779211, 0.002660, 0.002867, 0.002809
24656, 24656, 14624, 4, 5, 5, 147.938896, 0.050421, 0.054519, 0.053585
24657, 24657, 14625, 5, 5, 5, 9.028433, 0.003087, 0.003318, 0.003260
24658, 24658, 14625, 4, 5, 5, 40.658712, 0.013857, 0.014942, 0.014682
24659, 24659, 14626, 4, 5, 5, 122.835603, 0.041860, 0.045401, 0.044232
24660, 24660, 14626, 5, 5, 5, 7.863938, 0.002688, 0.002907, 0.002831
24661, 24661, 14627, 5, 5, 5, 7.501480, 0.002564, 0.002773, 0.002700
24662, 24662, 14627, 4, 5, 5, 609.470833, 0.207682, 0.225260, 0.219401
24663, 24663, 14628, 5, 5, 5, 7.388321, 0.002525, 0.002730, 0.002659
24664, 24664, 14628, 4, 5, 5, 1462.800000, 0.498437, 0.540625, 0.526563
24665, 24665, 14629, 5, 5, 5, 7.464226, 0.002551, 0.002758, 0.002687
24666, 24666, 14629, 4, 5, 5, 975.283333, 0.332292, 0.360417, 0.351042
24667, 24667, 14630, 5, 5, 5, 7.389331, 0.002525, 0.002730, 0.002659
24668, 24668, 14630, 4, 5, 5, 1463.050000, 0.498437, 0.540625, 0.526563
24669, 24669, 14631, 5, 5, 5, 7.352699, 0.002513, 0.002717, 0.002646
24670, 24670, 14632, 5, 5, 5, 7.353202, 0.002513, 0.002717, 0.002646
24671, 24671, 14633, 5, 5, 5, 7.353704, 0.002513, 0.002717, 0.002646
24672, 24672, 14634, 5, 5, 5, 7.354207, 0.002513, 0.002717, 0.002646
24673, 24673, 14635, 5, 5, 5, 7.354709, 0.002513, 0.002717, 0.002646
24674, 24674, 14636, 5, 5, 5, 7.392361, 0.002525, 0.002730, 0.002659
24675, 24675, 14636, 4, 5, 5, 1463.600000, 0.498437, 0.540625, 0.526563
24676, 24676, 14637, 5, 5, 5, 7.355714, 0.002513, 0.002717, 0.002646
24677, 24677, 14638, 5, 5, 5, 7.356217, 0.002513, 0.002717, 0.002646
24678, 24678, 14639, 5, 5, 5, 7.356719, 0.002513, 0.002717, 0.002646
24679, 24679, 14640, 5, 5, 5, 7.357222, 0.002513, 0.002717, 0.002646
24680, 24680, 14641, 5, 5, 5, 7.357724, 0.002513, 0.002717, 0.002646
24681, 24681, 14642, 5, 5, 5, 7.358227, 0.002513, 0.002717, 0.002646
24682, 24682, 14643, 5, 5, 5, 7.358729, 0.002513, 0.002717, 0.002646
24683, 24683, 14644, 5, 5, 5, 7.396402, 0.002525, 0.002731, 0.002659
24684, 24684, 14644, 4, 5, 5, 1464.400000, 0.498437, 0.540625, 0.526563
24685, 24685, 14645, 5, 5, 5, 7.359735, 0.002513, 0.002717, 0.002646
24686, 24686, 14646, 5, 5, 5, 7.360237, 0.002513, 0.002717, 0.002646
24687, 24687, 14647, 5, 5, 5, 7.360740, 0.002513, 0.002717, 0.002646
24688, 24688, 14648, 5, 5, 5, 7.361242, 0.002513, 0.002717, 0.002646
24689, 24689, 14649, 5, 5, 5, 7.361745, 0.002513, 0.002717, 0.002646
24690, 24690, 14650, 5, 5, 5, 7.362247, 0.002513, 0.002717, 0.002638
24691, 24691, 14651, 5, 5, 5, 7.362750, 0.002513, 0.002717, 0.002646
24692, 24692, 14652, 5, 5, 5, 7.363252, 0.002513, 0.002725, 0.002638
24693, 24693, 14653, 5, 5, 5, 7.363755, 0.002513, 0.002725, 0.002646
24694, 24694, 14654, 5, 5, 5, 7.364257, 0.002513, 0.002725, 0.002646
24695, 24695, 14655, 5, 5, 5, 7.364760, 0.002513, 0.002725, 0.002638
24696, 24696, 14656, 5, 5, 5, 8.472250, 0.002890, 0.003152, 0.003026
24697, 24697, 14656, 4, 5, 5, 58.724232, 0.019971, 0.021849, 0.020972
24698, 24698, 14657, 4, 5, 5, 16.658426, 0.005665, 0.006180, 0.005949
24699, 24699, 14657, 5, 5, 5, 13.326112, 0.004546, 0.004930, 0.004759
24700, 24700, 14658, 5, 5, 5, 8.143864, 0.002778, 0.003021, 0.002908
24701, 24701, 14658, 4, 5, 5, 81.702338, 0.027782, 0.030221, 0.029263
24702, 24702, 14659, 5, 5, 5, 7.403978, 0.002525, 0.002746, 0.002644
24703, 24703, 14659, 4, 5, 5, 1465.950000, 0.498437, 0.543750, 0.523438
24704, 24704, 14660, 5, 5, 5, 7.404483, 0.002525, 0.002746, 0.002644
24705, 24705, 14660, 4, 5, 5, 1466.050000, 0.498437, 0.542188, 0.523438
24706, 24706, 14661, 5, 5, 5, 7.367775, 0.002513, 0.002732, 0.002630
24707, 24707, 14662, 5, 5, 5, 7.368277, 0.002513, 0.002732, 0.002630
24708, 24708, 14663, 5, 5, 5, 7.597873, 0.002591, 0.002817, 0.002712
24709, 24709, 14663, 4, 5, 5, 313.635972, 0.106610, 0.116302, 0.111955
24710, 24710, 14664, 5, 5, 5, 7.759213, 0.002646, 0.002877, 0.002770
24711, 24711, 14664, 4, 5, 5, 165.328820, 0.056194, 0.061303, 0.059013
24712, 24712, 14665, 5, 5, 5, 7.444609, 0.002538, 0.002760, 0.002657
24713, 24713, 14665, 4, 5, 5, 1466.550000, 0.498437, 0.543750, 0.523438
24714, 24714, 14666, 5, 5, 5, 7.445117, 0.002538, 0.002760, 0.002657
24715, 24715, 14666, 4, 5, 5, 1466.600000, 0.498437, 0.543750, 0.523438
24716, 24716, 14667, 5, 5, 5, 7.445624, 0.002538, 0.002760, 0.002657
24717, 24717, 14667, 4, 5, 5, 1466.725000, 0.498437, 0.543750, 0.523438
24718, 24718, 14668, 5, 5, 5, 7.446132, 0.002538, 0.002760, 0.002657
24719, 24719, 14668, 4, 5, 5, 1466.800000, 0.498437, 0.543750, 0.523438
24720, 24720, 14669, 5, 5, 5, 7.409028, 0.002525, 0.002746, 0.002644
24721, 24721, 14669, 4, 5, 5, 1466.950000, 0.498437, 0.543750, 0.523438
24722, 24722, 14670, 5, 5, 5, 7.372298, 0.002513, 0.002732, 0.002630
24723, 24723, 14671, 5, 5, 5, 7.372800, 0.002513, 0.002732, 0.002630
24724, 24724, 14672, 5, 5, 5, 7.373303, 0.002513, 0.002732, 0.002630
24725, 24725, 14673, 5, 5, 5, 7.373805, 0.002513, 0.002732, 0.002630
24726, 24726, 14674, 5, 5, 5, 7.374308, 0.002513, 0.002732, 0.002630
24727, 24727, 14675, 5, 5, 5, 7.374810, 0.002513, 0.002732, 0.002630
24728, 24728, 14676, 5, 5, 5, 7.375313, 0.002513, 0.002732, 0.002630
24729, 24729, 14677, 5, 5, 5, 7.375815, 0.002513, 0.002732, 0.002630
24730, 24730, 14678, 5, 5, 5, 7.977683, 0.002717, 0.002964, 0.002828
