cell-id,cell-label,number-points,CM-0,CM-1,qty-cells-cluster-greater-equal-3,gCluster-label, _#NO_CLASS#_
1146,1146,1,0.85722,0.260781,1,-1,-1
1147,1147,1,0.775006,0.444773,1,-1,-1
1148,1148,1,0.773177,0.031658,1,-1,-1
1149,1149,2,0.601589,0.373181,1,-1,-1
1150,1150,1,0.341452,0.07055,1,-1,-1
1151,1151,1,0.158102,0.418241,1,-1,-1
1152,1152,1,0.56226,0.314008,2,-1,-1
1153,1153,1,0.400334,0.396452,1,-1,-1
1154,1154,1,0.08911,0.141744,1,-1,-1
1155,1155,1,0.866311,0.091859,1,-1,-1
1156,1156,1,0.293275,0.072126,1,-1,-1
1157,1157,1,0.318458,0.30926,2,-1,-1
1158,1158,3,0.423539,0.361025,2,-1,-1
1159,1159,1,0.584081,0.453404,1,-1,-1
1160,1160,1,0.276241,0.284422,1,-1,-1
1161,1161,1,0.264505,0.055725,1,-1,-1
1162,1162,1,0.180872,0.308404,1,-1,-1
1163,1163,1,0.773046,0.436497,1,-1,-1
1164,1164,1,0.395291,0.417829,2,-1,-1
1165,1165,1,0.737786,0.303494,1,-1,-1
1166,1166,3,0.626777,0.286791,1,-1,-1
1167,1167,1,0.829128,0.083781,1,-1,-1
1168,1168,1,0.423712,0.058251,1,-1,-1
1169,1169,1,0.892768,0.381203,1,-1,-1
1170,1170,1,0.63127,0.145037,1,-1,-1
1171,1171,1,0.627431,0.231701,1,-1,-1
1172,1172,2,0.566541,0.41759,1,-1,-1
1173,1173,1,0.82957,0.336756,1,-1,-1
1174,1174,1,0.188674,0.378073,1,-1,-1
1175,1175,1,0.864922,0.063565,1,-1,-1
1176,1176,1,0.400133,0.313347,1,-1,-1
1177,1177,1,0.508927,0.088085,2,-1,-1
1178,1178,1,0.649077,0.09939,2,-1,-1
1179,1179,1,0.341024,0.114776,1,-1,-1
1180,1180,1,0.820141,0.334129,1,-1,-1
1181,1181,1,0.779989,0.01911,1,-1,-1
1182,1182,1,0.847393,0.167585,1,-1,-1
1183,1183,1,0.733222,0.4168,1,-1,-1
1184,1184,1,0.652968,0.06603,1,-1,-1
1185,1185,2,0.496117,0.12798,1,-1,-1
1186,1186,1,0.340187,0.142567,1,-1,-1
1187,1187,1,0.620816,0.299578,1,-1,-1
1188,1188,1,0.324121,0.224062,1,-1,-1
1189,1189,1,0.125802,0.306942,1,-1,-1
1190,1190,1,0.845792,0.302816,1,-1,-1
1191,1191,3,0.53059,0.364494,2,-1,-1
1192,1192,1,0.859751,0.18926,1,-1,-1
1193,1193,1,0.880326,0.371216,2,-1,-1
1194,1194,2,0.521471,0.152821,1,-1,-1
1195,1195,1,0.40772,0.262946,1,-1,-1
1196,1196,1,0.508331,0.141644,1,-1,-1
1197,1197,1,0.220053,0.347788,1,-1,-1
1198,1198,1,0.215147,0.395669,2,-1,-1
1199,1199,2,0.072478,0.0758,1,-1,-1
1200,1200,2,0.126132,0.189277,3,-1,-1
1201,1201,1,0.78207,0.194514,1,-1,-1
1202,1202,1,0.188506,0.21055,1,-1,-1
1203,1203,2,0.764215,0.104475,3,-1,-1
1204,1204,1,0.343644,0.372835,1,-1,-1
1205,1205,1,0.792893,0.129559,1,-1,-1
1206,1206,2,0.43253,0.393726,1,-1,-1
1207,1207,2,0.122538,0.1014,1,-1,-1
1208,1208,2,0.828056,0.149019,1,-1,-1
1209,1209,2,0.412809,0.053494,3,-1,-1
1210,1210,1,0.496754,0.381687,1,-1,-1
1211,1211,1,0.874626,0.258433,1,-1,-1
1212,1212,1,0.22845,0.075526,1,-1,-1
1213,1213,1,0.516593,0.072157,1,-1,-1
1214,1214,2,0.432089,0.080404,1,-1,-1
1215,1215,1,0.148752,0.068824,1,-1,-1
1216,1216,1,0.188351,0.19353,3,-1,-1
1217,1217,3,0.667044,0.364517,2,-1,-1
1218,1218,2,0.453569,0.056117,2,-1,-1
1219,1219,1,0.616548,0.264427,1,-1,-1
1220,1220,1,0.870463,0.30926,1,-1,-1
1221,1221,1,0.878789,0.187018,1,-1,-1
1222,1222,1,0.209168,0.490214,1,-1,-1
1223,1223,1,0.783176,0.24411,1,-1,-1
1224,1224,1,0.337677,0.179867,1,-1,-1
1225,1225,1,0.406265,0.266417,1,-1,-1
1226,1226,1,0.458984,0.058751,1,-1,-1
1227,1227,1,0.518518,0.086589,1,-1,-1
1228,1228,1,0.55097,0.024085,1,-1,-1
1229,1229,1,0.186465,0.202824,1,-1,-1
1230,1230,1,0.416535,0.35247,1,-1,-1
1231,1231,1,0.88646,0.15004,2,-1,-1
1232,1232,1,0.855826,0.309939,1,-1,-1
1233,1233,1,0.535615,0.38838,1,-1,-1
1234,1234,1,0.811839,0.278752,1,-1,-1
1235,1235,1,0.81755,0.187419,1,-1,-1
1236,1236,2,0.880283,0.316026,1,-1,-1
1237,1237,1,0.636427,0.189331,1,-1,-1
1238,1238,1,0.652487,0.272716,1,-1,-1
1239,1239,1,0.144406,0.215874,1,-1,-1
1240,1240,1,0.218625,0.243778,1,-1,-1
1241,1241,1,0.850978,0.100412,1,-1,-1
1242,1242,1,0.095428,0.167681,1,-1,-1
1243,1243,1,0.333829,0.181764,1,-1,-1
1244,1244,1,0.602741,0.215481,1,-1,-1
1245,1245,1,0.863324,0.037128,1,-1,-1
1246,1246,1,0.605578,0.183821,1,-1,-1
1247,1247,2,0.53287,0.198768,1,-1,-1
1248,1248,2,0.691657,0.369257,1,-1,-1
1249,1249,2,0.086715,0.101039,1,-1,-1
1250,1250,1,0.33535,0.200743,1,-1,-1
1251,1251,1,0.342265,0.217736,1,-1,-1
1252,1252,1,0.286081,0.277842,1,-1,-1
1253,1253,1,0.464605,0.099454,2,-1,-1
1254,1254,1,0.138508,0.448519,1,-1,-1
1255,1255,1,0.667788,0.403176,1,-1,-1
1256,1256,1,0.385278,0.415843,1,-1,-1
1257,1257,1,0.10257,0.232863,1,-1,-1
1258,1258,1,0.307979,0.05799,1,-1,-1
1259,1259,1,0.891088,0.341479,2,-1,-1
1260,1260,1,0.603772,0.409621,1,-1,-1
1261,1261,2,0.313462,0.38075,2,-1,-1
1262,1262,1,0.074109,0.113637,1,-1,-1
1263,1263,1,0.80177,0.126265,1,-1,-1
1264,1264,1,0.27365,0.354882,1,-1,-1
1265,1265,1,0.332446,0.319027,1,-1,-1
1266,1266,1,0.434388,0.077414,1,-1,-1
1267,1267,1,0.632671,0.40778,1,-1,-1
1268,1268,1,0.824153,0.132337,1,-1,-1
1269,1269,1,0.28266,0.149609,1,-1,-1
1270,1270,1,0.338185,0.386099,1,-1,-1
1271,1271,1,0.227722,0.405222,1,-1,-1
1272,1272,1,0.286331,0.118479,2,-1,-1
1273,1273,1,0.721899,0.101061,1,-1,-1
1274,1274,1,0.826681,0.081428,1,-1,-1
1275,1275,1,0.337438,0.280642,1,-1,-1
1276,1276,1,0.593099,0.043963,1,-1,-1
1277,1277,2,0.292861,0.228995,1,-1,-1
1278,1278,1,0.401794,0.058939,1,-1,-1
1279,1279,1,0.205158,0.337088,1,-1,-1
1280,1280,1,0.524617,0.119645,1,-1,-1
1281,1281,1,0.588121,0.043578,1,-1,-1
1282,1282,1,0.861823,0.224147,1,-1,-1
1283,1283,1,0.653677,0.256326,1,-1,-1
1284,1284,1,0.819367,0.151938,1,-1,-1
1285,1285,1,0.6537,0.140915,1,-1,-1
1286,1286,1,0.693855,0.364931,1,-1,-1
1287,1287,1,0.317607,0.284412,1,-1,-1
1288,1288,1,0.587927,0.194435,1,-1,-1
1289,1289,1,0.631497,0.244134,1,-1,-1
1290,1290,2,0.823521,0.278244,1,-1,-1
1291,1291,3,0.610145,0.141199,2,-1,-1
1292,1292,1,0.12722,0.054449,1,-1,-1
1293,1293,1,0.20219,0.242832,1,-1,-1
1294,1294,1,0.628374,0.407605,1,-1,-1
1295,1295,1,0.557403,0.103085,2,-1,-1
1296,1296,1,0.548928,0.086573,1,-1,-1
1297,1297,1,0.59808,0.066981,1,-1,-1
1298,1298,1,0.553152,0.47455,1,-1,-1
1299,1299,1,0.306954,0.282524,1,-1,-1
1300,1300,1,0.627998,0.077118,2,-1,-1
1301,1301,1,0.878345,0.191137,1,-1,-1
1302,1302,1,0.287553,0.257139,1,-1,-1
1303,1303,1,0.52616,0.391173,2,-1,-1
1304,1304,1,0.562225,0.375347,1,-1,-1
1305,1305,1,0.23201,0.264158,1,-1,-1
1306,1306,1,0.131978,0.067252,1,-1,-1
1307,1307,1,0.609442,0.316268,1,-1,-1
1308,1308,1,0.469928,0.063367,1,-1,-1
1309,1309,2,0.692798,0.418818,1,-1,-1
1310,1310,1,0.330176,0.369519,1,-1,-1
1311,1311,1,0.627275,0.163736,1,-1,-1
1312,1312,1,0.635353,0.09116,1,-1,-1
1313,1313,1,0.879157,0.163286,1,-1,-1
1314,1314,1,0.854704,0.294604,1,-1,-1
1315,1315,1,0.774125,0.179708,1,-1,-1
1316,1316,1,0.043609,0.259762,1,-1,-1
1317,1317,1,0.100764,0.207751,1,-1,-1
1318,1318,1,0.561738,0.296248,1,-1,-1
1319,1319,1,0.199064,0.390165,1,-1,-1
1320,1320,1,0.817398,0.236497,1,-1,-1
1321,1321,2,0.630596,0.221281,1,-1,-1
1322,1322,1,0.286473,0.075018,1,-1,-1
1323,1323,1,0.232176,0.360257,1,-1,-1
1324,1324,1,0.49899,0.220291,1,-1,-1
1325,1325,1,0.793471,0.274232,1,-1,-1
1326,1326,1,0.625794,0.308716,1,-1,-1
1327,1327,2,0.186048,0.079714,1,-1,-1
1328,1328,1,0.285438,0.304599,1,-1,-1
1329,1329,1,0.414957,0.391896,1,-1,-1
1330,1330,1,0.841142,0.152505,1,-1,-1
1331,1331,2,0.440583,0.394338,1,-1,-1
1332,1332,1,0.609244,0.322043,1,-1,-1
1333,1333,1,0.560516,0.133312,1,-1,-1
1334,1334,1,0.405693,0.102366,1,-1,-1
1335,1335,1,0.455717,0.108083,1,-1,-1
1336,1336,1,0.446775,0.276329,1,-1,-1
1337,1337,1,0.152669,0.319498,1,-1,-1
1338,1338,1,0.446233,0.083304,1,-1,-1
1339,1339,1,0.446318,0.103339,1,-1,-1
1340,1340,1,0.369273,0.392027,1,-1,-1
1341,1341,1,0.874551,0.262625,1,-1,-1
1342,1342,2,0.156331,0.416643,1,-1,-1
1343,1343,3,0.084302,0.140816,1,-1,-1
1344,1344,3,0.844776,0.248886,4,-1,-1
1345,1345,2,0.181791,0.336546,1,-1,-1
1346,1346,2,0.175462,0.094814,1,-1,-1
1347,1347,1,0.517423,0.067668,1,-1,-1
1348,1348,2,0.69732,0.409735,1,-1,-1
1349,1349,1,0.102607,0.3005,1,-1,-1
1350,1350,1,0.503262,0.373129,1,-1,-1
1351,1351,1,0.292657,0.165885,1,-1,-1
1352,1352,1,0.669492,0.072971,1,-1,-1
1353,1353,2,0.855447,0.22644,1,-1,-1
1354,1354,2,0.287654,0.373571,1,-1,-1
1355,1355,1,0.51222,0.052736,1,-1,-1
1356,1356,1,0.219054,0.334284,1,-1,-1
1357,1357,1,0.41278,0.154767,1,-1,-1
1358,1358,1,0.111594,0.170458,1,-1,-1
1359,1359,1,0.62727,0.280107,1,-1,-1
1360,1360,1,0.839756,0.416904,1,-1,-1
1361,1361,1,0.519367,0.060612,1,-1,-1
1362,1362,1,0.658743,0.38278,1,-1,-1
1363,1363,1,0.668443,0.228415,1,-1,-1
1364,1364,2,0.412375,0.360962,2,-1,-1
1365,1365,1,0.614827,0.421313,1,-1,-1
1366,1366,1,0.505564,0.150776,1,-1,-1
1367,1367,1,0.170169,0.079653,1,-1,-1
1368,1368,2,0.955453,0.117383,1,-1,-1
1369,1369,1,0.604201,0.26849,1,-1,-1
1370,1370,1,0.591716,0.227006,1,-1,-1
1371,1371,2,0.902113,0.053802,2,-1,-1
1372,1372,2,0.643676,0.050931,2,-1,-1
1373,1373,1,0.217681,0.234099,1,-1,-1
1374,1374,2,0.17554,0.378607,2,-1,-1
1375,1375,1,0.624914,0.153168,1,-1,-1
1376,1376,1,0.046495,0.21527,1,-1,-1
1377,1377,1,0.823692,0.239818,1,-1,-1
1378,1378,2,0.139169,0.052799,2,-1,-1
1379,1379,1,0.749254,0.370827,1,-1,-1
1380,1380,2,0.201293,0.401532,2,-1,-1
1381,1381,3,0.380867,0.416228,1,-1,-1
1382,1382,1,0.752487,0.104872,1,-1,-1
1383,1383,1,0.260056,0.158185,1,-1,-1
1384,1384,1,0.001578,0.294478,1,-1,-1
1385,1385,1,0.226206,0.153374,1,-1,-1
1386,1386,1,0.82322,0.085088,2,-1,-1
1387,1387,1,0.073123,0.107107,1,-1,-1
1388,1388,2,0.686587,0.370402,1,-1,-1
1389,1389,1,0.231304,0.200409,1,-1,-1
1390,1390,1,0.246494,0.091853,1,-1,-1
1391,1391,2,0.861541,0.360195,1,-1,-1
1392,1392,1,0.588669,0.29351,1,-1,-1
1393,1393,2,0.843288,0.115554,1,-1,-1
1394,1394,1,0.785446,0.214335,1,-1,-1
1395,1395,1,0.410885,0.207305,1,-1,-1
1396,1396,1,0.086532,0.051653,1,-1,-1
1397,1397,2,0.092347,0.286609,1,-1,-1
1398,1398,1,0.895585,0.134046,2,-1,-1
1399,1399,1,0.399065,0.380834,1,-1,-1
1400,1400,1,0.191534,0.296863,1,-1,-1
1401,1401,1,0.964101,0.199222,1,-1,-1
1402,1402,1,0.861436,0.35716,1,-1,-1
1403,1403,1,0.315572,0.071698,1,-1,-1
1404,1404,2,0.210384,0.115117,2,-1,-1
1405,1405,1,0.517915,0.137494,1,-1,-1
1406,1406,1,0.599398,0.208224,3,-1,-1
1407,1407,1,0.110233,0.178706,1,-1,-1
1408,1408,1,0.79242,0.171391,1,-1,-1
1409,1409,1,0.18731,0.309572,1,-1,-1
1410,1410,1,0.831965,0.202998,1,-1,-1
1411,1411,1,0.80126,0.076489,1,-1,-1
1412,1412,2,0.818566,0.310359,1,-1,-1
1413,1413,1,0.655645,0.372557,1,-1,-1
1414,1414,1,0.492869,0.06799,1,-1,-1
1415,1415,1,0.292832,0.361668,1,-1,-1
1416,1416,2,0.22418,0.081113,2,-1,-1
1417,1417,1,0.555411,0.140187,2,-1,-1
1418,1418,1,0.115137,0.122971,1,-1,-1
1419,1419,1,0.943048,0.288411,1,-1,-1
1420,1420,1,0.77784,0.090573,2,-1,-1
1421,1421,1,0.364789,0.3567,1,-1,-1
1422,1422,1,0.5562,0.103051,2,-1,-1
1423,1423,2,0.213352,0.281627,1,-1,-1
1424,1424,1,0.288617,0.217006,1,-1,-1
1425,1425,1,0.562858,0.040407,1,-1,-1
1426,1426,1,0.287379,0.289158,1,-1,-1
1427,1427,1,0.509879,0.381208,1,-1,-1
1428,1428,1,0.551756,0.11828,2,-1,-1
1429,1429,1,0.448331,0.095565,1,-1,-1
1430,1430,1,0.563621,0.054069,1,-1,-1
1431,1431,1,0.873554,0.291681,1,-1,-1
1432,1432,1,0.649161,0.383706,1,-1,-1
1433,1433,1,0.612639,0.277989,1,-1,-1
1434,1434,2,0.552861,0.403692,1,-1,-1
1435,1435,1,0.117569,0.203573,1,-1,-1
1436,1436,2,0.858196,0.369991,1,-1,-1
1437,1437,1,0.44376,0.057941,2,-1,-1
1438,1438,1,0.712567,0.387161,1,-1,-1
1439,1439,1,0.758786,0.220029,1,-1,-1
1440,1440,1,0.726684,0.091155,1,-1,-1
1441,1441,2,0.554843,0.192456,1,-1,-1
1442,1442,1,0.903915,0.353615,1,-1,-1
1443,1443,1,0.072871,0.065081,1,-1,-1
1444,1444,1,0.597465,0.331502,1,-1,-1
1445,1445,1,0.681022,0.404637,1,-1,-1
1446,1446,1,0.4232,0.097141,1,-1,-1
1447,1447,1,0.385816,0.393446,1,-1,-1
1448,1448,1,0.410589,0.061794,1,-1,-1
1449,1449,1,0.333703,0.137372,1,-1,-1
1450,1450,1,0.890179,0.351502,1,-1,-1
1451,1451,1,0.754645,0.075848,1,-1,-1
1452,1452,1,0.43603,0.235299,1,-1,-1
1453,1453,1,0.527784,0.177885,1,-1,-1
1454,1454,1,0.822324,0.298772,1,-1,-1
1455,1455,2,0.499264,0.115627,1,-1,-1
1456,1456,1,0.120938,0.203847,1,-1,-1
1457,1457,1,0.83446,0.11624,1,-1,-1
1458,1458,1,0.198057,0.490184,1,-1,-1
1459,1459,1,0.660506,0.390639,1,-1,-1
1460,1460,1,0.135772,0.075435,2,-1,-1
1461,1461,1,0.488227,0.457928,1,-1,-1
1462,1462,1,0.312701,0.115065,1,-1,-1
1463,1463,1,0.834888,0.26227,1,-1,-1
1464,1464,2,0.195207,0.0898,2,-1,-1
1465,1465,1,0.118906,0.140476,1,-1,-1
1466,1466,1,0.625109,0.255978,1,-1,-1
1467,1467,1,0.56628,0.296248,1,-1,-1
1468,1468,1,0.899256,0.120887,1,-1,-1
1469,1469,1,0.345,0.106428,1,-1,-1
1470,1470,1,0.819903,0.143363,1,-1,-1
1471,1471,2,0.237755,0.186367,1,-1,-1
1472,1472,1,0.532984,0.112784,1,-1,-1
1473,1473,1,0.223845,0.093919,1,-1,-1
1474,1474,1,0.550407,0.122414,1,-1,-1
1475,1475,1,0.115149,0.300319,1,-1,-1
1476,1476,1,0.327995,0.260534,2,-1,-1
1477,1477,1,0.794035,0.050442,1,-1,-1
1478,1478,2,0.534754,0.289904,2,-1,-1
1479,1479,1,0.730407,0.106062,1,-1,-1
1480,1480,1,0.393046,0.378321,1,-1,-1
1481,1481,1,0.600703,0.42811,1,-1,-1
1482,1482,1,0.182312,0.187051,1,-1,-1
1483,1483,1,0.858914,0.180835,1,-1,-1
1484,1484,1,0.329754,0.391081,1,-1,-1
1485,1485,1,0.109732,0.482,1,-1,-1
1486,1486,2,0.324848,0.059034,1,-1,-1
1487,1487,1,0.33826,0.35823,1,-1,-1
1488,1488,2,0.844991,0.219602,1,-1,-1
1489,1489,1,0.285567,0.200813,1,-1,-1
1490,1490,1,0.792069,0.293144,4,-1,-1
1491,1491,1,0.14228,0.059767,1,-1,-1
1492,1492,2,0.323948,0.204024,1,-1,-1
1493,1493,1,0.441978,0.305061,1,-1,-1
1494,1494,2,0.294502,0.096156,1,-1,-1
1495,1495,1,0.807641,0.200665,1,-1,-1
1496,1496,1,0.300725,0.095113,1,-1,-1
1497,1497,2,0.616519,0.067073,1,-1,-1
1498,1498,1,0.650013,0.265395,1,-1,-1
1499,1499,1,0.165835,0.055882,1,-1,-1
1500,1500,1,0.826967,0.241035,1,-1,-1
1501,1501,1,0.797214,0.10339,2,-1,-1
1502,1502,1,0.260915,0.154992,1,-1,-1
1503,1503,1,0.051915,0.189856,1,-1,-1
1504,1504,1,0.819805,0.216158,1,-1,-1
1505,1505,1,0.574663,0.400717,1,-1,-1
1506,1506,1,0.811441,0.098375,1,-1,-1
1507,1507,1,0.627526,0.153069,1,-1,-1
1508,1508,2,0.855915,0.26814,1,-1,-1
1509,1509,1,0.913355,0.262636,1,-1,-1
1510,1510,1,0.855577,0.367232,1,-1,-1
1511,1511,1,0.793618,0.200252,1,-1,-1
1512,1512,1,0.222016,0.107321,1,-1,-1
1513,1513,1,0.864131,0.122909,3,-1,-1
1514,1514,1,0.247171,0.071927,1,-1,-1
1515,1515,1,0.823244,0.099367,2,-1,-1
1516,1516,1,0.469684,0.423288,1,-1,-1
1517,1517,1,0.854022,0.279984,1,-1,-1
1518,1518,1,0.977963,0.451142,2,-1,-1
1519,1519,1,0.095976,0.300284,1,-1,-1
1520,1520,1,0.087554,0.205751,1,-1,-1
1521,1521,1,0.576375,0.314038,1,-1,-1
1522,1522,1,0.627288,0.067519,1,-1,-1
1523,1523,1,0.427149,0.330011,1,-1,-1
1524,1524,1,0.749474,0.058885,1,-1,-1
1525,1525,1,0.101395,0.236294,1,-1,-1
1526,1526,2,0.90443,0.343753,1,-1,-1
1527,1527,1,0.527861,0.121979,1,-1,-1
1528,1528,1,0.181109,0.169059,1,-1,-1
1529,1529,1,0.738273,0.106565,1,-1,-1
1530,1530,1,0.567072,0.273535,1,-1,-1
1531,1531,1,0.315064,0.255296,2,-1,-1
1532,1532,1,0.968899,0.07181,1,-1,-1
1533,1533,2,0.539569,0.164047,2,-1,-1
1534,1534,1,0.985244,0.168442,1,-1,-1
1535,1535,1,0.738979,0.083002,1,-1,-1
1536,1536,2,0.841861,0.216577,2,-1,-1
1537,1537,1,0.963137,0.133698,1,-1,-1
1538,1538,1,0.104099,0.257671,3,-1,-1
1539,1539,1,0.299711,0.066974,1,-1,-1
1540,1540,1,0.432019,0.090565,1,-1,-1
1541,1541,1,0.316329,0.203885,1,-1,-1
1542,1542,1,0.283818,0.322466,1,-1,-1
1543,1543,1,0.532532,0.20838,1,-1,-1
1544,1544,2,0.235073,0.229296,2,-1,-1
1545,1545,1,0.937177,0.43445,1,-1,-1
1546,1546,1,0.780104,0.12204,1,-1,-1
1547,1547,1,0.414449,0.160395,1,-1,-1
1548,1548,1,0.12915,0.078053,1,-1,-1
1549,1549,2,0.82897,0.272933,1,-1,-1
1550,1550,1,0.70134,0.426439,1,-1,-1
1551,1551,1,0.655038,0.311442,1,-1,-1
1552,1552,2,0.232971,0.327385,1,-1,-1
1553,1553,1,0.334756,0.349642,1,-1,-1
1554,1554,2,0.188121,0.207666,1,-1,-1
1555,1555,1,0.273492,0.083019,2,-1,-1
1556,1556,1,0.641802,0.3107,1,-1,-1
1557,1557,1,0.193548,0.090813,2,-1,-1
1558,1558,1,0.582096,0.104851,2,-1,-1
1559,1559,1,0.52796,0.416647,1,-1,-1
1560,1560,1,0.118243,0.092666,1,-1,-1
1561,1561,1,0.195046,0.307064,1,-1,-1
1562,1562,2,0.824647,0.179077,1,-1,-1
1563,1563,1,0.271224,0.069208,3,-1,-1
1564,1564,1,0.609933,0.051879,1,-1,-1
1565,1565,1,0.51804,0.049521,1,-1,-1
1566,1566,1,0.580535,0.38331,1,-1,-1
1567,1567,1,0.580238,0.378719,1,-1,-1
1568,1568,1,0.315364,0.194735,1,-1,-1
1569,1569,1,0.200149,0.376834,2,-1,-1
1570,1570,3,0.047951,0.166948,1,-1,-1
1571,1571,1,0.406866,0.046615,1,-1,-1
1572,1572,2,0.373615,0.404305,1,-1,-1
1573,1573,2,0.767361,0.112456,1,-1,-1
1574,1574,1,0.083981,0.158468,1,-1,-1
1575,1575,1,0.66766,0.376808,1,-1,-1
1576,1576,2,0.87195,0.244094,2,-1,-1
1577,1577,1,0.218588,0.307355,1,-1,-1
1578,1578,2,0.815562,0.053875,2,-1,-1
1579,1579,1,0.334928,0.391564,1,-1,-1
1580,1580,1,0.611673,0.091534,1,-1,-1
1581,1581,2,0.109948,0.3075,1,-1,-1
1582,1582,1,0.442944,0.249235,1,-1,-1
1583,1583,1,0.834313,0.310848,1,-1,-1
1584,1584,1,0.498502,0.191385,2,-1,-1
1585,1585,1,0.898316,0.108065,1,-1,-1
1586,1586,1,0.611962,0.308315,1,-1,-1
1587,1587,1,0.841126,0.217842,2,-1,-1
1588,1588,3,0.52448,0.215888,1,-1,-1
1589,1589,2,0.553368,0.22159,1,-1,-1
1590,1590,1,0.337679,0.090387,1,-1,-1
1591,1591,3,0.21311,0.09576,2,-1,-1
1592,1592,1,0.848529,0.093559,1,-1,-1
1593,1593,1,0.604669,0.235232,1,-1,-1
1594,1594,1,0.604906,0.373882,1,-1,-1
1595,1595,1,0.81107,0.334981,1,-1,-1
1596,1596,1,0.558907,0.318216,1,-1,-1
1597,1597,1,0.534097,0.15153,2,-1,-1
1598,1598,1,0.844719,0.31439,1,-1,-1
1599,1599,1,0.393562,0.304704,1,-1,-1
1600,1600,1,0.593728,0.368591,1,-1,-1
1601,1601,1,0.767458,0.061161,1,-1,-1
1602,1602,1,0.204557,0.180904,1,-1,-1
1603,1603,1,0.355011,0.483976,1,-1,-1
1604,1604,1,0.627273,0.091995,1,-1,-1
1605,1605,2,0.102352,0.273335,1,-1,-1
1606,1606,1,0.12466,0.088784,1,-1,-1
1607,1607,2,0.601132,0.252556,1,-1,-1
1608,1608,2,0.175978,0.061946,1,-1,-1
1609,1609,2,0.144841,0.109888,3,-1,-1
1610,1610,1,0.325125,0.480756,1,-1,-1
1611,1611,1,0.827152,0.34758,1,-1,-1
1612,1612,1,0.824827,0.249181,1,-1,-1
1613,1613,1,0.45226,0.438066,1,-1,-1
1614,1614,1,0.356311,0.319775,1,-1,-1
1615,1615,1,0.535492,0.312629,1,-1,-1
1616,1616,1,0.743585,0.393874,1,-1,-1
1617,1617,2,0.281819,0.155002,1,-1,-1
1618,1618,1,0.362562,0.306815,1,-1,-1
1619,1619,1,0.544677,0.191474,1,-1,-1
1620,1620,1,0.88774,0.156738,1,-1,-1
1621,1621,1,0.639756,0.39943,1,-1,-1
1622,1622,2,0.592471,0.253093,2,-1,-1
1623,1623,1,0.300955,0.232556,1,-1,-1
1624,1624,1,0.279286,0.120016,1,-1,-1
1625,1625,2,0.884211,0.166562,1,-1,-1
1626,1626,1,0.546978,0.340382,1,-1,-1
1627,1627,1,0.62385,0.40769,1,-1,-1
1628,1628,2,0.038462,0.09921,2,-1,-1
1629,1629,1,0.327922,0.413845,1,-1,-1
1630,1630,1,0.711144,0.40422,1,-1,-1
1631,1631,2,0.132768,0.10105,1,-1,-1
1632,1632,1,0.878217,0.233871,1,-1,-1
1633,1633,1,0.592613,0.170704,2,-1,-1
1634,1634,1,0.399399,0.335224,1,-1,-1
1635,1635,3,0.635397,0.309537,2,-1,-1
1636,1636,2,0.172784,0.06421,1,-1,-1
1637,1637,1,0.029973,0.024743,1,-1,-1
1638,1638,1,0.222075,0.330433,1,-1,-1
1639,1639,1,0.187283,0.347942,2,-1,-1
1640,1640,1,0.270107,0.351291,1,-1,-1
1641,1641,1,0.231621,0.296842,1,-1,-1
1642,1642,2,0.873451,0.184478,1,-1,-1
1643,1643,1,0.169204,0.071262,1,-1,-1
1644,1644,1,0.127511,0.10104,1,-1,-1
1645,1645,1,0.292826,0.399995,1,-1,-1
1646,1646,1,0.806831,0.182097,1,-1,-1
1647,1647,1,0.336556,0.3555,1,-1,-1
1648,1648,1,0.560748,0.291688,1,-1,-1
1649,1649,1,0.587193,0.104505,1,-1,-1
1650,1650,1,0.214422,0.389233,1,-1,-1
1651,1651,1,0.183382,0.063615,1,-1,-1
1652,1652,2,0.427138,0.215927,1,-1,-1
1653,1653,2,0.18401,0.368021,1,-1,-1
1654,1654,2,0.641821,0.408008,2,-1,-1
1655,1655,1,0.380294,0.406436,1,-1,-1
1656,1656,2,0.867412,0.36389,1,-1,-1
1657,1657,1,0.802415,0.324318,1,-1,-1
1658,1658,1,0.748752,0.389064,1,-1,-1
1659,1659,1,0.640251,0.208113,1,-1,-1
1660,1660,1,0.470305,0.457513,1,-1,-1
1661,1661,1,0.82053,0.113331,1,-1,-1
1662,1662,1,0.540681,0.275642,1,-1,-1
1663,1663,2,0.34396,0.321705,1,-1,-1
1664,1664,1,0.812668,0.068468,1,-1,-1
1665,1665,1,0.440904,0.057607,1,-1,-1
1666,1666,4,0.221759,0.082093,2,-1,-1
1667,1667,1,0.181676,0.313915,1,-1,-1
1668,1668,1,0.093248,0.298097,1,-1,-1
1669,1669,1,0.240609,0.093417,1,-1,-1
1670,1670,2,0.496898,0.396606,1,-1,-1
1671,1671,1,0.212403,0.372808,1,-1,-1
1672,1672,1,0.120609,0.091609,1,-1,-1
1673,1673,1,0.129225,0.224973,1,-1,-1
1674,1674,1,0.450717,0.09,3,-1,-1
1675,1675,1,0.611343,0.069727,2,-1,-1
1676,1676,3,0.421942,0.078406,1,-1,-1
1677,1677,1,0.076046,0.19846,1,-1,-1
1678,1678,1,0.097987,0.249238,1,-1,-1
1679,1679,1,0.113369,0.082673,1,-1,-1
1680,1680,1,0.626053,0.229554,2,-1,-1
1681,1681,1,0.177714,0.163923,1,-1,-1
