Coord-0,Coord-1,class-label,gCluster-label,_#NO_CLASS#_
0.573197,0.080494,3933,-1,-1
0.40842,0.335754,3934,-1,-1
0.79115,0.291564,3935,1455,-1
0.402633,0.371128,3936,-1,-1
0.871652,0.261591,3937,-1,-1
0.86184,0.279018,2035,-1,-1
0.499752,0.2007,3938,-1,-1
0.984545,0.418479,3939,-1,-1
0.063165,0.275032,3940,-1,-1
0.57707,0.270505,3941,-1,-1
0.216594,0.28295,3942,-1,-1
0.180658,0.356639,3943,-1,-1
0.082602,0.280363,3944,-1,-1
0.625387,0.398585,2803,-1,-1
0.622856,0.278051,3945,-1,-1
0.621144,0.20826,3946,-1,-1
0.8087,0.108987,3947,-1,-1
0.122078,0.148912,3948,-1,-1
0.311276,0.267519,3949,-1,-1
0.207586,0.101513,3950,-1,-1
0.216494,0.399946,404,-1,-1
0.716534,0.416406,362,-1,-1
0.129,0.183502,3951,-1,-1
0.214411,0.380371,3952,-1,-1
0.093254,0.224002,3953,-1,-1
0.332476,0.23084,3954,-1,-1
0.689687,0.372637,3955,-1,-1
0.111933,0.119864,3956,-1,-1
0.230359,0.31655,13,-1,-1
0.301174,0.127478,3957,-1,-1
0.191241,0.395153,3958,-1,-1
0.567434,0.267032,3959,-1,-1
0.800019,0.245294,3960,-1,-1
0.339486,0.058645,3961,-1,-1
0.556056,0.068748,3962,-1,-1
0.513407,0.470446,3963,-1,-1
0.759689,0.394867,3964,-1,-1
0.791974,0.286395,3965,-1,-1
0.177562,0.054974,3966,-1,-1
0.67712,0.079594,3967,3101,-1
0.079339,0.063286,3968,-1,-1
0.797254,0.3908,3969,-1,-1
0.593703,0.180296,3970,-1,-1
0.285542,0.375851,3971,-1,-1
0.757827,0.095925,3972,-1,-1
0.301102,0.139542,3973,-1,-1
0.535888,0.297123,3974,-1,-1
0.895206,0.091318,3975,-1,-1
0.413134,0.075851,3976,-1,-1
0.195796,0.097204,3977,-1,-1
0.736377,0.070011,3978,-1,-1
0.446048,0.270695,3979,-1,-1
0.204417,0.333647,3980,-1,-1
0.697359,0.419371,81,-1,-1
0.503958,0.183465,3981,-1,-1
0.305401,0.12328,3982,-1,-1
0.84281,0.109433,3983,-1,-1
0.341583,0.299244,3984,-1,-1
0.283422,0.148192,3985,-1,-1
0.200476,0.085706,3986,-1,-1
0.840257,0.348818,3987,-1,-1
0.622591,0.231912,3988,-1,-1
0.139455,0.096072,3989,-1,-1
0.083847,0.393709,3990,-1,-1
0.572399,0.107097,3991,-1,-1
0.265818,0.186102,3992,-1,-1
0.211698,0.311217,3993,-1,-1
0.842516,0.216503,1536,-1,-1
0.758481,0.073588,3994,-1,-1
0.952104,0.13704,3995,-1,-1
0.336278,0.4132,3996,-1,-1
0.413479,0.237176,3997,-1,-1
0.149473,0.10846,756,-1,-1
0.082895,0.208954,3998,-1,-1
0.467941,0.095958,3999,495,-1
0.100957,0.185133,4000,-1,-1
0.07988,0.095982,4001,-1,-1
0.282693,0.216311,4002,-1,-1
0.273684,0.109313,4003,-1,-1
0.847046,0.064363,4004,-1,-1
0.638545,0.244925,4005,-1,-1
0.726658,0.079927,4006,-1,-1
0.626419,0.362685,4007,-1,-1
0.535109,0.063436,4008,-1,-1
0.222542,0.397927,4009,-1,-1
0.511636,0.374117,4010,-1,-1
0.180326,0.29639,4011,-1,-1
0.939907,0.162281,4012,-1,-1
0.879471,0.073401,4013,-1,-1
0.399217,0.370498,4014,-1,-1
0.877845,0.350267,4015,-1,-1
0.094596,0.23504,4016,-1,-1
0.526724,0.107391,4017,-1,-1
0.741184,0.099412,4018,-1,-1
0.624137,0.175401,809,-1,-1
0.177035,0.201502,4019,-1,-1
0.360998,0.402752,4020,-1,-1
0.626947,0.228449,4021,-1,-1
0.882166,0.175834,408,-1,-1
0.336193,0.317711,4022,-1,-1
0.498093,0.064334,4023,-1,-1
0.551312,0.267371,4024,-1,-1
0.162922,0.343283,4025,-1,-1
0.566768,0.063379,4026,-1,-1
0.304719,0.387321,4027,-1,-1
0.312946,0.380393,1261,-1,-1
0.798161,0.215329,4028,-1,-1
0.437291,0.405962,4029,-1,-1
0.769105,0.081657,4030,-1,-1
0.586411,0.075065,4031,-1,-1
0.772053,0.21201,4032,-1,-1
0.641038,0.068815,4033,-1,-1
0.595342,0.25023,4034,-1,-1
0.430166,0.261647,4035,-1,-1
0.614425,0.442554,4036,-1,-1
0.230812,0.088265,4037,-1,-1
0.200879,0.187596,4038,-1,-1
0.433013,0.174152,4039,-1,-1
0.081807,0.14955,4040,-1,-1
0.650473,0.155128,4041,-1,-1
0.836267,0.062112,4042,-1,-1
0.146594,0.109527,4043,1569,-1
0.804094,0.170944,4044,-1,-1
0.12907,0.317045,4045,-1,-1
0.225022,0.288486,4046,-1,-1
0.401284,0.388537,2153,-1,-1
0.202727,0.188435,4038,-1,-1
0.549326,0.396112,4047,-1,-1
0.594067,0.229139,4048,-1,-1
0.710217,0.262462,4049,-1,-1
0.795705,0.303051,4050,-1,-1
0.208751,0.108348,4051,-1,-1
0.790457,0.231419,4052,-1,-1
0.552152,0.11704,4053,-1,-1
0.316486,0.287422,4054,-1,-1
0.546334,0.068882,4055,-1,-1
0.125315,0.056927,4056,-1,-1
0.593791,0.265938,4057,-1,-1
0.573305,0.397273,3,-1,-1
0.247382,0.373289,4058,-1,-1
0.199085,0.09072,4059,-1,-1
0.501915,0.14096,4060,-1,-1
0.001522,0.021942,4061,-1,-1
0.256399,0.416725,4062,-1,-1
0.038169,0.072265,1926,-1,-1
0.809374,0.195222,4063,3853,-1
0.640982,0.326652,4064,-1,-1
0.194262,0.343962,4065,-1,-1
0.337658,0.234863,4066,-1,-1
0.395973,0.207864,4067,-1,-1
0.042565,0.144064,4068,-1,-1
0.322808,0.086283,4069,-1,-1
0.216855,0.108693,4070,-1,-1
0.867149,0.133267,4071,-1,-1
0.537126,0.057807,4072,-1,-1
0.104505,0.178823,4073,-1,-1
0.547981,0.079759,4074,-1,-1
0.871605,0.158597,4075,-1,-1
0.197626,0.361669,4076,-1,-1
0.412989,0.308508,1940,-1,-1
0.289433,0.357641,4077,-1,-1
0.784115,0.178837,4078,-1,-1
0.215335,0.094971,4079,-1,-1
0.306093,0.362435,4080,-1,-1
0.620883,0.218548,4081,-1,-1
0.059792,0.251209,4082,-1,-1
0.22457,0.066166,4083,-1,-1
0.800272,0.132051,4084,-1,-1
0.712447,0.396882,4085,-1,-1
0.187442,0.35153,4086,-1,-1
0.61528,0.367903,4087,-1,-1
0.788315,0.260665,4088,-1,-1
0.643371,0.25615,4089,-1,-1
0.632042,0.209717,4090,-1,-1
0.107219,0.172963,4091,-1,-1
0.082101,0.245204,4092,-1,-1
0.805431,0.249658,4093,-1,-1
0.842797,0.173976,4094,-1,-1
0.080911,0.168617,4095,-1,-1
0.873267,0.09823,4096,-1,-1
0.675013,0.078455,3967,3101,-1
0.374375,0.147944,4097,-1,-1
0.099529,0.153447,4098,-1,-1
0.874452,0.239177,4099,-1,-1
0.101508,0.134615,4100,-1,-1
0.837668,0.065364,4101,-1,-1
0.741954,0.08651,4102,-1,-1
0.205035,0.164382,4103,-1,-1
0.099591,0.433184,4104,-1,-1
0.062238,0.28443,4105,-1,-1
0.18931,0.081762,4106,-1,-1
0.463176,0.450832,1890,-1,-1
0.83811,0.105343,4107,-1,-1
0.135458,0.07427,4108,-1,-1
0.959032,0.110885,2858,-1,-1
0.60007,0.197954,4109,-1,-1
0.814613,0.189743,4110,-1,-1
0.298776,0.224353,1996,-1,-1
0.948289,0.461808,4111,-1,-1
0.402629,0.104553,4112,-1,-1
0.849002,0.055912,4113,-1,-1
0.322565,0.14611,4114,-1,-1
0.220201,0.21745,513,-1,-1
0.083324,0.077824,4115,-1,-1
0.175246,0.254797,4116,-1,-1
0.503037,0.075005,4117,-1,-1
0.285855,0.280065,4118,-1,-1
0.432861,0.296837,4119,-1,-1
0.221558,0.374334,4120,-1,-1
0.801661,0.235791,4121,-1,-1
0.072021,0.167014,2686,-1,-1
0.758433,0.117083,4122,-1,-1
0.135441,0.108396,4123,-1,-1
0.434688,0.294182,4124,-1,-1
0.835006,0.214554,4125,-1,-1
0.236008,0.059532,4126,-1,-1
0.373222,0.410652,4127,-1,-1
0.881906,0.146291,4128,-1,-1
0.189604,0.192018,457,454,-1
0.840974,0.126348,4129,-1,-1
0.651938,0.08907,4130,-1,-1
0.364912,0.384134,782,-1,-1
0.625792,0.293946,4131,-1,-1
0.610559,0.276613,4132,-1,-1
0.313673,0.286958,4133,-1,-1
0.772919,0.429939,4134,-1,-1
0.237463,0.218075,2692,-1,-1
0.525006,0.417209,4135,-1,-1
0.92453,0.201733,4136,-1,-1
0.451585,0.0755,4137,-1,-1
0.283941,0.151776,4138,-1,-1
0.285601,0.148808,4139,-1,-1
0.803827,0.274564,3464,-1,-1
0.833848,0.11096,4140,-1,-1
0.312131,0.418462,3169,-1,-1
0.623431,0.413893,4141,732,-1
0.305339,0.248979,4142,-1,-1
0.189296,0.065732,4143,-1,-1
0.046869,0.144343,4144,-1,-1
0.726618,0.087591,4145,-1,-1
0.440181,0.394359,1331,-1,-1
0.072489,0.119931,4146,-1,-1
0.611963,0.207534,4147,-1,-1
0.199506,0.311639,4148,-1,-1
0.085998,0.113637,4149,-1,-1
0.396002,0.377449,4150,-1,-1
0.190107,0.149288,4151,-1,-1
0.861131,0.241254,4152,-1,-1
0.737524,0.064053,4153,-1,-1
0.350313,0.361406,4154,-1,-1
0.536155,0.411053,4155,-1,-1
0.525201,0.163395,4156,-1,-1
0.581668,0.287053,4157,-1,-1
0.127196,0.097749,4158,-1,-1
0.762342,0.247909,4159,-1,-1
0.564772,0.383042,3595,-1,-1
0.303604,0.237556,4160,-1,-1
0.441168,0.265094,4161,-1,-1
0.104906,0.253527,4162,804,-1
0.203543,0.297249,4163,-1,-1
0.855508,0.084414,4164,-1,-1
0.324257,0.227371,4165,-1,-1
0.579823,0.285647,4166,-1,-1
0.681145,0.407682,2764,-1,-1
0.508155,0.045377,4167,-1,-1
0.61112,0.07297,4168,-1,-1
0.740703,0.101832,2512,-1,-1
0.392457,0.363746,4169,-1,-1
0.192637,0.307834,4170,-1,-1
0.368682,0.270978,4171,-1,-1
0.634556,0.233206,4172,-1,-1
0.281128,0.181149,4173,-1,-1
0.720689,0.243233,4174,-1,-1
0.370249,0.397751,4175,-1,-1
0.332121,0.379486,4176,-1,-1
0.829973,0.190447,4177,-1,-1
0.429526,0.347289,4178,-1,-1
0.525343,0.170096,3826,-1,-1
0.182522,0.390642,2097,-1,-1
0.690674,0.420933,4179,-1,-1
0.497438,0.413056,4180,3965,-1
0.361144,0.109527,4181,-1,-1
0.286716,0.306701,4182,-1,-1
0.712465,0.391212,3145,-1,-1
0.177013,0.148174,4183,-1,-1
0.2143,0.077556,4184,-1,-1
0.377121,0.151006,4185,-1,-1
0.537463,0.365693,4186,-1,-1
0.535751,0.127358,2083,-1,-1
0.824922,0.229813,4187,-1,-1
0.086497,0.216796,2027,-1,-1
0.308736,0.103419,4188,-1,-1
0.859542,0.072243,4189,-1,-1
0.536696,0.277752,4190,-1,-1
0.322474,0.305641,4191,-1,-1
0.101722,0.091942,4192,-1,-1
0.557427,0.082542,4193,-1,-1
0.081096,0.168425,4194,-1,-1
0.8205,0.239605,4195,-1,-1
0.826241,0.267562,4196,-1,-1
0.739412,0.364142,4197,-1,-1
0.41827,0.234332,4198,-1,-1
0.546294,0.376847,4199,-1,-1
0.52803,0.297957,4200,-1,-1
0.611436,0.455131,4201,-1,-1
0.327855,0.386064,4202,-1,-1
0.353762,0.364308,4203,-1,-1
0.599126,0.382666,4204,-1,-1
0.519452,0.183319,4205,-1,-1
0.396048,0.277257,4206,-1,-1
0.250746,0.250179,4207,-1,-1
0.201187,0.400607,1380,-1,-1
0.420847,0.1898,4208,-1,-1
0.306003,0.12224,4209,-1,-1
0.295399,0.135367,4210,-1,-1
0.592024,0.177442,4211,-1,-1
0.648851,0.067819,4212,-1,-1
0.586623,0.32084,4213,-1,-1
0.344589,0.070387,4214,-1,-1
0.755396,0.223066,3891,-1,-1
0.156118,0.416604,1342,-1,-1
0.209121,0.222112,4215,-1,-1
0.098575,0.391805,4216,-1,-1
0.826748,0.207462,4217,-1,-1
0.298834,0.273923,4218,-1,-1
0.282069,0.095275,4219,-1,-1
0.894609,0.105169,4220,-1,-1
0.204304,0.107839,4221,-1,-1
0.666075,0.157289,45,-1,-1
0.892966,0.137249,4222,-1,-1
0.392642,0.347835,4223,-1,-1
0.407425,0.107075,4224,-1,-1
0.851062,0.272318,4225,-1,-1
0.603995,0.205519,4226,-1,-1
0.346636,0.379935,4227,-1,-1
0.308725,0.253181,1781,-1,-1
0.647321,0.277181,4228,-1,-1
0.533605,0.408369,3876,-1,-1
0.875082,0.285903,3387,-1,-1
0.190933,0.39919,4229,-1,-1
0.615931,0.326454,4230,-1,-1
0.161478,0.103957,4231,-1,-1
0.333404,0.112021,843,-1,-1
0.230318,0.285585,4232,-1,-1
0.40028,0.168005,4233,-1,-1
0.743495,0.368946,2458,-1,-1
0.568821,0.275716,4234,-1,-1
0.198385,0.286666,4235,-1,-1
0.337696,0.133069,4236,-1,-1
0.809128,0.138256,3361,-1,-1
0.663588,0.080728,4237,-1,-1
0.422965,0.157101,4238,-1,-1
0.738463,0.407367,4239,-1,-1
0.47861,0.04345,4240,-1,-1
0.098225,0.054102,4241,-1,-1
0.067914,0.092101,4242,-1,-1
0.313534,0.254641,4243,-1,-1
0.468252,0.0962,3999,495,-1
0.800607,0.078403,4244,2125,-1
0.445291,0.346147,4245,-1,-1
0.738546,0.07565,4246,-1,-1
0.091262,0.200532,4247,895,-1
0.56951,0.419724,4248,-1,-1
0.116887,0.059305,4249,-1,-1
0.564666,0.422401,4250,-1,-1
0.203406,0.357772,4251,-1,-1
0.203775,0.177588,4252,-1,-1
0.779746,0.18715,4253,-1,-1
0.823188,0.447102,4254,-1,-1
0.388489,0.358192,3011,-1,-1
0.897189,0.469693,4255,-1,-1
0.565532,0.316794,4256,-1,-1
0.274236,0.440088,4257,-1,-1
0.086832,0.143018,4258,-1,-1
0.232788,0.349196,4259,-1,-1
0.076706,0.101458,4260,-1,-1
0.787901,0.059176,4261,-1,-1
0.307882,0.313385,4262,-1,-1
0.403966,0.228626,4263,-1,-1
0.811637,0.194398,4264,3853,-1
0.885412,0.281494,4265,-1,-1
0.523613,0.116634,4266,-1,-1
0.05611,0.245968,4267,-1,-1
0.712819,0.376367,2924,-1,-1
0.283735,0.074126,4268,-1,-1
0.241772,0.356954,4269,-1,-1
0.21893,0.089353,2503,-1,-1
0.127081,0.455882,3736,-1,-1
0.793554,0.462534,3266,-1,-1
0.798819,0.228911,4270,-1,-1
0.60443,0.13731,4271,-1,-1
0.347538,0.39538,4272,-1,-1
0.60724,0.370121,4273,-1,-1
0.566409,0.051134,4274,-1,-1
0.177792,0.406673,4275,-1,-1
0.745581,0.071305,4276,-1,-1
0.55528,0.07716,4277,-1,-1
0.421711,0.209085,4278,-1,-1
0.211772,0.16349,4279,-1,-1
0.384085,0.40154,4280,-1,-1
0.591304,0.301979,4281,-1,-1
0.803473,0.268064,4282,-1,-1
0.231502,0.0768,4283,-1,-1
0.210788,0.352107,4284,-1,-1
0.411637,0.279337,4285,-1,-1
0.234514,0.155984,1692,-1,-1
0.28108,0.205965,4286,-1,-1
0.516492,0.168482,4287,-1,-1
0.400933,0.101398,4288,-1,-1
0.221748,0.112896,4289,-1,-1
0.033823,0.306751,4290,-1,-1
0.534657,0.40478,4291,-1,-1
0.160794,0.40743,4292,-1,-1
0.802379,0.315353,3360,-1,-1
0.263411,0.081762,4293,-1,-1
0.440471,0.046045,991,-1,-1
0.554733,0.331227,3520,-1,-1
0.804615,0.271339,4294,-1,-1
0.543273,0.292359,3575,-1,-1
0.193607,0.095805,4295,-1,-1
0.293882,0.195021,4296,-1,-1
0.893904,0.087942,4297,-1,-1
0.496209,0.118498,4298,-1,-1
0.874133,0.118879,4299,-1,-1
0.791497,0.252537,4300,-1,-1
0.626117,0.101649,4301,-1,-1
0.861722,0.196123,4302,-1,-1
0.222393,0.082407,1666,-1,-1
0.592273,0.055027,4303,-1,-1
0.235633,0.235781,4304,-1,-1
0.642447,0.419209,4305,-1,-1
0.360101,0.369907,4306,-1,-1
0.868462,0.143957,4307,-1,-1
0.616113,0.14077,4308,-1,-1
0.443326,0.223819,4309,-1,-1
0.547799,0.052962,4310,-1,-1
0.896666,0.101554,4311,-1,-1
0.141831,0.076641,4312,-1,-1
0.128005,0.270181,4313,-1,-1
0.531767,0.367463,4314,-1,-1
0.439503,0.337398,4315,-1,-1
0.849313,0.068482,4316,-1,-1
0.53554,0.30524,4317,-1,-1
0.880292,0.149871,4318,-1,-1
0.640696,0.170665,127,-1,-1
0.113319,0.067224,4319,-1,-1
0.415671,0.189995,4320,-1,-1
0.147732,0.104235,4321,-1,-1
0.844291,0.35876,4322,-1,-1
0.527538,0.217877,4323,-1,-1
0.092315,0.056712,4324,-1,-1
0.327121,0.237746,4325,-1,-1
0.344816,0.11881,4326,-1,-1
0.875871,0.212845,4327,-1,-1
0.824033,0.100714,566,-1,-1
0.323816,0.394233,4328,-1,-1
0.497594,0.414566,4329,3965,-1
0.740077,0.382385,4330,-1,-1
0.075636,0.051372,4331,-1,-1
0.258958,0.062013,4332,-1,-1
0.100129,0.154393,4333,-1,-1
0.069042,0.330847,4334,-1,-1
0.737797,0.371815,4335,-1,-1
0.497358,0.181935,4336,-1,-1
0.694708,0.422767,4337,-1,-1
0.072513,0.221369,4338,-1,-1
0.564542,0.40673,4339,-1,-1
0.108192,0.158032,4340,-1,-1
0.510444,0.177554,4341,-1,-1
0.178299,0.253663,4342,-1,-1
0.200756,0.383637,4343,-1,-1
0.072665,0.281537,3808,-1,-1
0.875061,0.230703,4344,-1,-1
0.434417,0.338979,4345,-1,-1
0.633842,0.379454,4346,-1,-1
0.41177,0.313768,1053,-1,-1
0.21373,0.251482,4347,-1,-1
0.376604,0.385644,4348,-1,-1
0.431411,0.27573,4349,-1,-1
0.399391,0.268503,4350,-1,-1
0.641126,0.079722,4351,-1,-1
0.367128,0.384958,4352,-1,-1
0.128497,0.106867,4353,-1,-1
0.331649,0.419081,4354,-1,-1
0.233383,0.415797,4355,-1,-1
0.254299,0.184439,4356,-1,-1
0.297011,0.228145,4357,-1,-1
0.240288,0.221559,4358,-1,-1
0.841484,0.418361,2900,-1,-1
0.85095,0.037824,4359,-1,-1
0.226425,0.32238,4360,-1,-1
0.630422,0.385438,4361,-1,-1
0.853398,0.16865,4362,-1,-1
0.317478,0.211057,2460,579,-1
0.18695,0.220339,4363,-1,-1
0.622911,0.118104,4364,-1,-1
0.884286,0.339855,3889,-1,-1
0.387447,0.389826,4365,-1,-1
0.763979,0.10349,1203,860,-1
0.854494,0.356823,4366,-1,-1
0.23138,0.103185,4367,-1,-1
0.240815,0.076481,4368,-1,-1
0.101716,0.280631,4369,-1,-1
0.422219,0.078653,1676,-1,-1
0.321356,0.419118,4370,-1,-1
0.634046,0.275939,4371,-1,-1
0.800454,0.16643,4372,-1,-1
0.624227,0.414701,4373,732,-1
0.291407,0.205442,4374,-1,-1
0.442514,0.160412,64,-1,-1
0.079442,0.274773,79,-1,-1
0.497573,0.374085,4375,-1,-1
0.564677,0.101324,4376,-1,-1
0.438379,0.227133,4377,-1,-1
0.545546,0.367097,4378,-1,-1
0.877506,0.220759,4379,-1,-1
0.305733,0.419784,4380,-1,-1
0.450917,0.42378,4381,-1,-1
0.126284,0.18947,1200,1174,-1
0.43876,0.310228,4382,-1,-1
0.646329,0.072181,2533,-1,-1
0.576345,0.374682,4383,-1,-1
0.803403,0.16339,4384,-1,-1
0.613479,0.215302,4385,-1,-1
0.836818,0.127422,4386,-1,-1
0.410228,0.361139,4387,-1,-1
0.827898,0.29308,3712,-1,-1
0.37595,0.270062,4388,-1,-1
0.26905,0.105136,4389,-1,-1
0.274192,0.066653,4390,-1,-1
0.382081,0.355088,2315,-1,-1
0.538367,0.130887,4391,-1,-1
0.576303,0.244526,4392,-1,-1
0.550505,0.156321,4393,-1,-1
0.241604,0.053508,4394,-1,-1
0.564358,0.274589,4395,-1,-1
0.882877,0.141692,3076,-1,-1
0.431658,0.260347,4396,-1,-1
0.649077,0.284986,4397,-1,-1
0.605431,0.079487,4398,-1,-1
0.218561,0.414732,4399,-1,-1
0.517171,0.40024,3505,-1,-1
0.084866,0.074233,4400,-1,-1
0.107363,0.194484,4401,-1,-1
0.726016,0.31424,4402,-1,-1
0.63139,0.060826,4403,-1,-1
0.147567,0.437369,3284,-1,-1
0.620168,0.280104,4404,-1,-1
0.052026,0.218625,4405,-1,-1
0.58543,0.195457,4406,-1,-1
0.251195,0.394321,4407,-1,-1
0.682032,0.440827,4408,-1,-1
0.477529,0.083915,2511,-1,-1
0.889633,0.348971,4409,-1,-1
0.772503,0.444535,4410,-1,-1
0.099652,0.306034,4411,-1,-1
0.098153,0.082789,4412,-1,-1
0.1638,0.399379,4413,-1,-1
0.068444,0.297804,4414,-1,-1
0.235235,0.400772,4415,-1,-1
0.544581,0.410002,4416,-1,-1
0.32338,0.231374,4417,-1,-1
0.498045,0.079059,4418,-1,-1
0.631179,0.058042,4419,-1,-1
0.535772,0.158976,4420,-1,-1
0.110335,0.308128,1581,-1,-1
0.797356,0.441712,4421,-1,-1
0.193331,0.054621,4422,-1,-1
0.541152,0.179187,4423,-1,-1
0.080043,0.198653,4424,-1,-1
0.377925,0.377484,4425,-1,-1
0.270369,0.145284,4426,-1,-1
0.439411,0.389057,4427,-1,-1
0.352623,0.391327,4428,-1,-1
0.54942,0.326979,4429,-1,-1
0.548567,0.073636,3673,-1,-1
0.522794,0.364224,4430,-1,-1
0.842888,0.165105,4431,-1,-1
0.530553,0.063238,4432,-1,-1
0.246284,0.070107,4433,-1,-1
0.215476,0.264407,4434,-1,-1
0.557605,0.152573,4435,-1,-1
0.534597,0.276054,4436,-1,-1
0.941639,0.158909,4437,-1,-1
0.93424,0.180104,4438,-1,-1
0.446767,0.155337,4439,-1,-1
0.548542,0.278351,4440,-1,-1
0.245153,0.050195,4441,-1,-1
0.903053,0.286096,4442,-1,-1
0.598965,0.236757,4443,-1,-1
0.73876,0.063534,4153,-1,-1
0.110554,0.288383,4444,-1,-1
0.795697,0.140559,4445,-1,-1
0.288462,0.370241,4446,-1,-1
0.152435,0.179144,4447,-1,-1
0.093297,0.173414,4448,-1,-1
0.087796,0.275548,4449,-1,-1
0.123827,0.208596,4450,-1,-1
0.939605,0.110789,4451,-1,-1
0.465754,0.090265,4452,-1,-1
0.529259,0.050629,4453,-1,-1
0.286396,0.357505,4454,-1,-1
0.120756,0.233548,4455,-1,-1
0.825107,0.179532,1562,-1,-1
0.717788,0.226559,4456,-1,-1
0.820364,0.109222,4457,-1,-1
0.18545,0.272711,4458,-1,-1
0.337963,0.209471,568,-1,-1
0.525425,0.415767,4459,-1,-1
0.662671,0.370885,4460,-1,-1
0.542235,0.313781,4461,-1,-1
0.493214,0.053762,4462,-1,-1
0.357829,0.115212,4463,-1,-1
0.107466,0.149304,4464,-1,-1
0.619522,0.225085,4465,-1,-1
0.508249,0.147749,4466,-1,-1
0.343315,0.059029,4467,-1,-1
0.689665,0.36481,4468,-1,-1
0.7443,0.270692,4469,-1,-1
0.292804,0.174367,4470,-1,-1
0.447604,0.374444,4471,-1,-1
0.646765,0.329043,4472,-1,-1
0.545855,0.102262,4473,-1,-1
0.753958,0.062981,4474,-1,-1
0.194355,0.292343,4475,-1,-1
0.097546,0.225447,4476,-1,-1
0.058569,0.405374,4477,-1,-1
0.292875,0.36693,4478,-1,-1
0.181403,0.341931,4479,-1,-1
0.190024,0.16195,4480,-1,-1
0.894895,0.324818,4481,-1,-1
0.609687,0.40612,4482,-1,-1
0.46969,0.098181,4483,495,-1
0.23505,0.320252,4484,-1,-1
0.641321,0.107891,4485,-1,-1
0.098107,0.136743,4486,-1,-1
0.400765,0.202569,4487,-1,-1
0.768478,0.106062,4488,-1,-1
0.877847,0.088917,4489,-1,-1
0.749486,0.393519,4490,-1,-1
0.282804,0.078211,4491,-1,-1
0.111986,0.285804,4492,-1,-1
0.125415,0.275077,2865,-1,-1
0.197251,0.435014,4493,-1,-1
0.748877,0.089003,4494,-1,-1
0.425812,0.395506,4495,-1,-1
0.250452,0.41826,4496,-1,-1
0.201794,0.046026,4497,-1,-1
0.767725,0.083843,4498,-1,-1
0.838682,0.379917,4499,-1,-1
0.315013,0.065468,4500,-1,-1
0.807519,0.22247,4501,-1,-1
0.373168,0.361407,4502,-1,-1
0.862056,0.12447,4503,1478,-1
0.619196,0.242481,4504,-1,-1
0.220732,0.081688,1666,-1,-1
0.726053,0.25488,4505,-1,-1
0.218369,0.294003,4506,-1,-1
0.408353,0.079495,4507,-1,-1
0.524115,0.427618,4508,-1,-1
0.827875,0.148655,1208,-1,-1
0.406332,0.312815,4509,-1,-1
0.131522,0.104337,4510,-1,-1
0.606168,0.376644,4511,-1,-1
0.552506,0.079827,4512,-1,-1
0.17396,0.115519,4513,-1,-1
0.37539,0.144933,4514,-1,-1
0.543427,0.366762,4378,-1,-1
0.76584,0.185078,1744,-1,-1
0.544425,0.406514,4515,-1,-1
0.468089,0.09611,3999,495,-1
0.445251,0.045639,3242,-1,-1
0.270013,0.361615,3399,-1,-1
0.896074,0.134736,3475,-1,-1
0.836289,0.149297,4516,-1,-1
0.2772,0.402471,4517,-1,-1
0.801228,0.182048,266,-1,-1
0.227521,0.363273,4518,-1,-1
0.073462,0.097958,2105,-1,-1
0.502281,0.163228,4519,-1,-1
0.297917,0.177543,4520,-1,-1
0.571545,0.090141,4521,-1,-1
0.648741,0.037257,4522,-1,-1
0.336463,0.360645,4523,-1,-1
0.875062,0.287911,3387,-1,-1
0.299118,0.391479,4524,-1,-1
0.620518,0.304714,1130,-1,-1
0.843232,0.33647,4525,-1,-1
0.052974,0.232904,4526,-1,-1
0.223334,0.320192,233,-1,-1
0.239789,0.104339,4527,-1,-1
0.654813,0.417401,4528,-1,-1
0.886762,0.356388,4529,-1,-1
0.238427,0.378094,4530,-1,-1
0.085775,0.352537,4531,-1,-1
0.647002,0.08766,4532,-1,-1
0.526928,0.152693,4533,-1,-1
0.896792,0.349248,4534,-1,-1
0.435663,0.392059,3611,-1,-1
0.005871,0.166575,4535,-1,-1
0.611305,0.104278,4536,-1,-1
0.697847,0.414454,4537,-1,-1
0.318911,0.048899,4538,-1,-1
0.595751,0.372393,4539,-1,-1
0.419941,0.313046,4540,-1,-1
0.779235,0.297612,4541,-1,-1
0.2168,0.172403,4542,-1,-1
0.83792,0.109166,4543,-1,-1
0.213422,0.273877,4544,-1,-1
0.166657,0.104826,4545,-1,-1
0.164882,0.084157,4546,-1,-1
0.210034,0.328649,4547,-1,-1
0.33781,0.374187,4548,-1,-1
0.871364,0.169757,4549,-1,-1
0.251802,0.383741,4550,-1,-1
0.446427,0.314545,4551,-1,-1
0.353982,0.093233,4552,-1,-1
0.326415,0.371395,4553,-1,-1
0.081811,0.195511,4554,-1,-1
0.620513,0.14208,4555,-1,-1
0.867315,0.161236,4556,-1,-1
0.314232,0.318804,4557,-1,-1
0.405819,0.236374,4558,-1,-1
0.753447,0.372452,4559,-1,-1
0.839212,0.219412,4560,-1,-1
0.505907,0.041161,4561,-1,-1
0.788112,0.139816,4562,-1,-1
0.340225,0.373796,4563,-1,-1
0.450149,0.435305,4564,-1,-1
0.441367,0.28678,4565,-1,-1
0.878374,0.26976,4566,-1,-1
0.801746,0.168054,4372,-1,-1
0.416367,0.23645,4567,-1,-1
0.335535,0.210014,4568,-1,-1
0.600259,0.073684,4569,-1,-1
0.568147,0.423671,4570,-1,-1
